customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,promo_code_used,previous_purchases,payment_method,frequency_of_purchases,age_group
184,58,Male,Skirt,Clothing,30,Ohio,XL,Beige,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,32,Credit Card,Weekly,Middle-aged
185,32,Male,Sneakers,Footwear,33,Hawaii,L,Cyan,Spring,3.4,Yes,Express,Yes,Yes,41,Cash,Fortnightly,Adult
186,46,Male,T-shirt,Clothing,32,Wisconsin,XL,Silver,Summer,4.7,Yes,Store Pickup,Yes,Yes,39,Bank Transfer,Fortnightly,Young Adult
187,39,Male,Backpack,Accessories,56,Minnesota,S,Lavender,Summer,3.1,Yes,Standard,Yes,Yes,29,Debit Card,Annually,Adult
188,19,Male,Shoes,Footwear,96,Georgia,S,Purple,Spring,3.3,Yes,Store Pickup,Yes,Yes,1,Bank Transfer,Bi-Weekly,Senior
189,50,Male,Hoodie,Clothing,52,Arkansas,M,Pink,Spring,3.4,Yes,Express,Yes,Yes,5,Bank Transfer,Bi-Weekly,Middle-aged
190,36,Male,Blouse,Clothing,79,West Virginia,M,Maroon,Fall,4.8,Yes,Next Day Air,Yes,Yes,4,Credit Card,Weekly,Young Adult
191,65,Male,Coat,Outerwear,71,Indiana,XL,Beige,Fall,3.2,Yes,Free Shipping,Yes,Yes,46,Venmo,Quarterly,Middle-aged
192,64,Male,Hat,Accessories,82,Utah,M,Gray,Fall,4,Yes,Free Shipping,Yes,Yes,28,Cash,Every 3 Months,Senior
193,46,Male,Shoes,Footwear,29,Nebraska,L,Turquoise,Summer,3.1,Yes,Express,Yes,Yes,12,PayPal,Bi-Weekly,Middle-aged
194,36,Male,Belt,Accessories,98,North Dakota,S,Silver,Fall,3.3,Yes,Standard,Yes,Yes,27,Venmo,Annually,Adult
195,51,Male,Backpack,Accessories,97,Missouri,M,Olive,Spring,3.3,Yes,Express,Yes,Yes,16,Debit Card,Quarterly,Adult
196,51,Male,Jacket,Outerwear,27,New York,M,Magenta,Fall,4.7,Yes,Free Shipping,Yes,Yes,32,Credit Card,Monthly,Middle-aged
197,38,Male,Boots,Footwear,82,Washington,M,Lavender,Summer,4.2,Yes,Next Day Air,Yes,Yes,42,Credit Card,Fortnightly,Middle-aged
198,59,Male,Scarf,Accessories,82,South Carolina,M,Black,Fall,3.6,Yes,2-Day Shipping,Yes,Yes,43,Credit Card,Monthly,Middle-aged
199,57,Male,Jewelry,Accessories,49,Utah,M,Turquoise,Winter,5,Yes,Standard,Yes,Yes,49,Credit Card,Fortnightly,Adult
200,54,Male,Hat,Accessories,67,Idaho,XL,Green,Summer,3.9,Yes,Express,Yes,Yes,36,Cash,Weekly,Adult
201,25,Male,Dress,Clothing,61,Pennsylvania,S,Teal,Summer,3.4,Yes,Next Day Air,Yes,Yes,33,Venmo,Monthly,Young Adult
202,69,Male,Blouse,Clothing,24,Missouri,S,Beige,Fall,4.4,Yes,Free Shipping,Yes,Yes,14,Bank Transfer,Annually,Adult
203,57,Male,Hat,Accessories,41,Nebraska,L,Magenta,Spring,3.1,Yes,Express,Yes,Yes,30,Venmo,Annually,Adult
204,70,Male,Scarf,Accessories,42,Indiana,S,Yellow,Fall,3.5,Yes,Next Day Air,Yes,Yes,20,Bank Transfer,Weekly,Adult
205,24,Male,Sneakers,Footwear,97,Arizona,M,Yellow,Fall,4.3,Yes,Store Pickup,Yes,Yes,35,Cash,Bi-Weekly,Young Adult
206,67,Male,Shirt,Clothing,66,Hawaii,M,Silver,Winter,3.1,Yes,Standard,Yes,Yes,30,PayPal,Weekly,Senior
207,24,Male,T-shirt,Clothing,55,Wisconsin,L,Silver,Summer,4.3,Yes,Free Shipping,Yes,Yes,7,Venmo,Fortnightly,Young Adult
208,62,Male,Gloves,Accessories,91,Rhode Island,M,Silver,Summer,3.2,Yes,Express,Yes,Yes,17,Bank Transfer,Bi-Weekly,Young Adult
209,57,Male,Skirt,Clothing,40,Wisconsin,M,Gold,Spring,4.3,Yes,Store Pickup,Yes,Yes,20,Credit Card,Monthly,Senior
210,55,Male,Sandals,Footwear,125,Minnesota,S,Olive,Winter,3.3,Yes,Store Pickup,Yes,Yes,41,Cash,Every 3 Months,Middle-aged
211,45,Male,Jacket,Outerwear,24,Vermont,L,Teal,Fall,3.2,Yes,2-Day Shipping,Yes,Yes,6,PayPal,Fortnightly,Adult
212,69,Male,Skirt,Clothing,101,South Dakota,L,Maroon,Fall,4.2,Yes,2-Day Shipping,Yes,Yes,47,Debit Card,Fortnightly,Young Adult
213,67,Male,Handbag,Accessories,92,Virginia,L,Blue,Fall,4.3,Yes,Express,Yes,Yes,7,Debit Card,Annually,Young Adult
214,30,Male,Handbag,Accessories,100,Nevada,L,Peach,Fall,4.6,Yes,Store Pickup,Yes,Yes,11,Debit Card,Every 3 Months,Adult
215,24,Male,Jacket,Outerwear,48,Hawaii,L,Blue,Summer,4.3,Yes,Next Day Air,Yes,Yes,43,Cash,Every 3 Months,Adult
216,62,Male,Scarf,Accessories,68,New Jersey,S,Orange,Spring,3.2,Yes,2-Day Shipping,Yes,Yes,22,PayPal,Bi-Weekly,Middle-aged
217,43,Male,Shorts,Clothing,60,Massachusetts,L,Yellow,Spring,3.8,Yes,Free Shipping,Yes,Yes,24,Venmo,Weekly,Adult
218,35,Male,Sunglasses,Accessories,51,Oklahoma,M,Purple,Winter,3.6,Yes,Next Day Air,Yes,Yes,24,Bank Transfer,Annually,Adult
219,28,Male,T-shirt,Clothing,45,California,S,Magenta,Spring,3,Yes,Store Pickup,Yes,Yes,7,Credit Card,Quarterly,Senior
220,32,Male,Belt,Accessories,90,Nevada,M,Cyan,Spring,3.3,Yes,Free Shipping,Yes,Yes,15,Cash,Fortnightly,Middle-aged
221,39,Male,Sneakers,Footwear,65,Arizona,S,Indigo,Spring,3.9,Yes,Express,Yes,Yes,52,Debit Card,Fortnightly,Adult
222,28,Male,Hat,Accessories,60,North Carolina,XL,Magenta,Summer,4.6,Yes,Store Pickup,Yes,Yes,5,Bank Transfer,Quarterly,Senior
223,47,Male,Gloves,Accessories,99,New York,XL,Gray,Spring,4.5,Yes,2-Day Shipping,Yes,Yes,16,PayPal,Fortnightly,Young Adult
224,20,Male,Pants,Clothing,38,Wyoming,M,Turquoise,Spring,4.8,Yes,Free Shipping,Yes,Yes,32,PayPal,Annually,Adult
225,63,Male,Socks,Clothing,79,South Dakota,S,Beige,Summer,3.1,Yes,Free Shipping,Yes,Yes,12,Cash,Every 3 Months,Adult
226,25,Male,Jacket,Outerwear,24,Arkansas,M,Olive,Spring,3.5,Yes,Next Day Air,Yes,Yes,11,Bank Transfer,Annually,Young Adult
227,29,Male,Shoes,Footwear,76,Texas,L,Violet,Spring,3.7,Yes,Free Shipping,Yes,Yes,6,PayPal,Monthly,Young Adult
228,50,Male,Jeans,Clothing,92,Rhode Island,M,Turquoise,Winter,4.2,Yes,Standard,Yes,Yes,28,Venmo,Fortnightly,Middle-aged
229,18,Male,Socks,Clothing,78,New Hampshire,M,White,Spring,3.1,Yes,Store Pickup,Yes,Yes,11,Credit Card,Annually,Middle-aged
230,70,Male,Sandals,Footwear,30,Ohio,S,Silver,Spring,5,Yes,Next Day Air,Yes,Yes,27,PayPal,Every 3 Months,Adult
231,66,Male,Scarf,Accessories,88,Utah,L,Olive,Fall,4.3,Yes,Standard,Yes,Yes,47,Credit Card,Annually,Middle-aged
232,28,Male,Blouse,Clothing,27,Tennessee,M,Blue,Spring,3.4,Yes,2-Day Shipping,Yes,Yes,16,Debit Card,Every 3 Months,Senior
233,54,Male,Jewelry,Accessories,29,Hawaii,L,Purple,Winter,4.3,Yes,Express,Yes,Yes,32,Bank Transfer,Bi-Weekly,Young Adult
234,19,Male,Sweater,Clothing,84,Arizona,XL,Yellow,Fall,4.9,Yes,Next Day Air,Yes,Yes,27,Bank Transfer,Every 3 Months,Adult
235,20,Male,Gloves,Accessories,42,South Dakota,S,Silver,Summer,4,Yes,Next Day Air,Yes,Yes,29,Credit Card,Weekly,Middle-aged
236,43,Male,Sunglasses,Accessories,99,New Jersey,M,Cyan,Winter,4.1,Yes,Free Shipping,Yes,Yes,29,Debit Card,Quarterly,Adult
237,38,Male,Coat,Outerwear,66,North Dakota,L,Green,Winter,3.7,Yes,Next Day Air,Yes,Yes,37,PayPal,Fortnightly,Middle-aged
238,50,Male,Dress,Clothing,89,Iowa,M,Beige,Summer,3.1,Yes,Store Pickup,Yes,Yes,40,Debit Card,Fortnightly,Senior
239,64,Male,Skirt,Clothing,34,Ohio,M,Peach,Fall,4.6,Yes,Free Shipping,Yes,Yes,5,Cash,Annually,Senior
240,49,Male,Pants,Clothing,52,Vermont,L,Yellow,Summer,3,Yes,Express,Yes,Yes,53,Credit Card,Bi-Weekly,Young Adult
241,47,Male,Sweater,Clothing,47,Montana,XL,Turquoise,Winter,3.6,Yes,Free Shipping,Yes,Yes,29,Bank Transfer,Fortnightly,Senior
242,36,Male,Hoodie,Clothing,94,Delaware,M,Peach,Winter,4.4,Yes,Free Shipping,Yes,Yes,47,Venmo,Bi-Weekly,Young Adult
243,55,Male,Coat,Outerwear,85,New York,L,Gray,Summer,4.6,Yes,Store Pickup,Yes,Yes,48,Debit Card,Every 3 Months,Middle-aged
244,25,Male,Jewelry,Accessories,113,Kentucky,M,Olive,Winter,3.2,Yes,2-Day Shipping,Yes,Yes,4,Debit Card,Monthly,Adult
245,53,Male,Belt,Accessories,40,Oregon,S,Indigo,Spring,5,Yes,2-Day Shipping,Yes,Yes,40,PayPal,Weekly,Senior
246,49,Male,Sandals,Footwear,51,Rhode Island,L,Charcoal,Summer,3.6,Yes,Next Day Air,Yes,Yes,48,Venmo,Fortnightly,Senior
247,35,Male,Sunglasses,Accessories,86,Nevada,XL,Beige,Spring,3.5,Yes,Express,Yes,Yes,20,Venmo,Bi-Weekly,Senior
248,29,Male,Sweater,Clothing,65,Montana,XL,Brown,Spring,4.4,Yes,Standard,Yes,Yes,17,Debit Card,Weekly,Senior
249,47,Male,Belt,Accessories,118,Pennsylvania,M,Blue,Winter,5,Yes,Express,Yes,Yes,36,PayPal,Weekly,Senior
250,53,Male,Handbag,Accessories,50,Alaska,S,Teal,Fall,4.3,Yes,Standard,Yes,Yes,19,Credit Card,Annually,Young Adult
251,33,Male,Skirt,Clothing,24,Mississippi,L,Black,Fall,4.1,Yes,Express,Yes,Yes,9,Bank Transfer,Weekly,Middle-aged
252,21,Male,Handbag,Accessories,58,Wyoming,XL,Gold,Winter,2.9,Yes,Standard,Yes,Yes,28,PayPal,Annually,Middle-aged
253,32,Male,Shorts,Clothing,44,Delaware,M,Violet,Summer,4.2,Yes,Free Shipping,Yes,Yes,40,Venmo,Fortnightly,Adult
254,52,Male,Boots,Footwear,83,Oklahoma,L,Cyan,Winter,5,Yes,2-Day Shipping,Yes,Yes,12,Bank Transfer,Bi-Weekly,Middle-aged
255,67,Male,Sunglasses,Accessories,42,Indiana,M,White,Winter,3.9,Yes,Store Pickup,Yes,Yes,4,PayPal,Bi-Weekly,Senior
256,43,Male,Scarf,Accessories,20,Maryland,M,Charcoal,Spring,4.4,Yes,Free Shipping,Yes,Yes,30,Debit Card,Annually,Adult
257,58,Male,Jewelry,Accessories,33,South Dakota,XL,Violet,Spring,5,Yes,Express,Yes,Yes,20,Credit Card,Every 3 Months,Adult
258,20,Male,Handbag,Accessories,50,West Virginia,M,Red,Summer,4.7,Yes,Express,Yes,Yes,5,Credit Card,Quarterly,Middle-aged
259,61,Male,Gloves,Accessories,77,Alabama,S,Lavender,Spring,3.1,Yes,Express,Yes,Yes,16,Cash,Quarterly,Middle-aged
260,32,Male,Jeans,Clothing,62,Louisiana,M,Gold,Fall,3,Yes,Standard,Yes,Yes,12,Debit Card,Annually,Young Adult
261,38,Male,Hat,Accessories,59,Montana,S,Red,Winter,3.6,Yes,2-Day Shipping,Yes,Yes,11,Credit Card,Every 3 Months,Adult
262,21,Male,Jeans,Clothing,83,California,L,Magenta,Winter,5,Yes,Standard,Yes,Yes,21,Credit Card,Annually,Middle-aged
263,37,Male,Pants,Clothing,33,Hawaii,M,Teal,Summer,,Yes,Next Day Air,Yes,Yes,5,Debit Card,Annually,Middle-aged
264,27,Male,Shorts,Clothing,43,Iowa,M,Purple,Summer,4.6,Yes,Store Pickup,Yes,Yes,35,Venmo,Monthly,Adult
265,36,Male,Pants,Clothing,80,Colorado,S,Charcoal,Fall,4.1,Yes,Store Pickup,Yes,Yes,15,Cash,Annually,Middle-aged
266,32,Male,Backpack,Accessories,56,Michigan,M,Gray,Spring,3.4,Yes,2-Day Shipping,Yes,Yes,18,Bank Transfer,Bi-Weekly,Middle-aged
267,51,Male,Jewelry,Accessories,80,Louisiana,L,White,Summer,3.3,Yes,Express,Yes,Yes,35,Credit Card,Weekly,Senior
268,64,Male,Sweater,Clothing,51,Maryland,M,Olive,Spring,4.2,Yes,2-Day Shipping,Yes,Yes,44,Venmo,Annually,Young Adult
269,68,Male,Shoes,Footwear,42,Georgia,M,Charcoal,Spring,2.7,Yes,Store Pickup,Yes,Yes,22,Cash,Monthly,Senior
270,68,Male,Blouse,Clothing,48,Georgia,M,Charcoal,Winter,3.3,Yes,Next Day Air,Yes,Yes,9,Cash,Bi-Weekly,Adult
271,33,Male,Jeans,Clothing,58,North Dakota,XL,Orange,Fall,4.7,Yes,Free Shipping,Yes,Yes,14,Bank Transfer,Annually,Adult
272,65,Male,Sunglasses,Accessories,63,Maryland,XL,Yellow,Summer,4.8,Yes,Express,Yes,Yes,43,Credit Card,Fortnightly,Young Adult
273,48,Male,Jewelry,Accessories,27,Oregon,M,Beige,Summer,4.5,Yes,2-Day Shipping,Yes,Yes,39,Debit Card,Bi-Weekly,Senior
274,69,Male,Coat,Outerwear,34,North Dakota,S,Silver,Spring,4.3,Yes,Express,Yes,Yes,31,Debit Card,Quarterly,Middle-aged
275,59,Male,Jewelry,Accessories,31,Maryland,M,Indigo,Spring,3.2,Yes,Express,Yes,Yes,26,Cash,Bi-Weekly,Young Adult
276,48,Male,Backpack,Accessories,94,Virginia,XL,Lavender,Winter,4,Yes,Express,Yes,Yes,14,Credit Card,Weekly,Adult
277,25,Male,Skirt,Clothing,32,South Dakota,XL,Turquoise,Fall,3.7,Yes,Express,Yes,Yes,13,Bank Transfer,Fortnightly,Adult
278,29,Male,Shirt,Clothing,30,Georgia,M,Green,Winter,3.4,Yes,Store Pickup,Yes,Yes,34,Bank Transfer,Bi-Weekly,Adult
279,57,Male,Sweater,Clothing,97,Hawaii,M,Orange,Spring,3.8,Yes,Express,Yes,Yes,22,Debit Card,Annually,Middle-aged
280,23,Male,Sneakers,Footwear,66,Arkansas,L,Turquoise,Summer,4.2,Yes,Standard,Yes,Yes,39,Bank Transfer,Monthly,Middle-aged
281,45,Male,Sandals,Footwear,72,Montana,S,Cyan,Fall,4.5,Yes,2-Day Shipping,Yes,Yes,18,Cash,Bi-Weekly,Middle-aged
282,38,Male,Belt,Accessories,64,Oklahoma,XL,Charcoal,Spring,2.7,Yes,Standard,Yes,Yes,19,Debit Card,Bi-Weekly,Middle-aged
283,21,Male,Skirt,Clothing,99,Minnesota,M,Teal,Summer,3.3,Yes,2-Day Shipping,Yes,Yes,10,Cash,Monthly,Middle-aged
284,32,Male,Sweater,Clothing,29,Montana,S,Maroon,Fall,3.4,Yes,Next Day Air,Yes,Yes,14,Venmo,Annually,Middle-aged
285,63,Male,Skirt,Clothing,49,Ohio,M,Red,Summer,3.7,Yes,Standard,Yes,Yes,4,PayPal,Quarterly,Middle-aged
286,29,Male,Handbag,Accessories,34,Kentucky,XL,Yellow,Summer,4.8,Yes,Express,Yes,Yes,3,Debit Card,Bi-Weekly,Adult
287,27,Male,Jewelry,Accessories,50,Nebraska,L,Gray,Summer,2.9,Yes,Store Pickup,Yes,Yes,6,Debit Card,Annually,Middle-aged
288,56,Male,Scarf,Accessories,39,Delaware,L,Blue,Spring,3.7,Yes,2-Day Shipping,Yes,Yes,23,Venmo,Fortnightly,Young Adult
289,30,Male,T-shirt,Clothing,68,North Carolina,M,Lavender,Winter,3.7,Yes,2-Day Shipping,Yes,Yes,34,Venmo,Bi-Weekly,Adult
290,49,Male,Coat,Outerwear,86,New York,M,Yellow,Fall,4.6,Yes,2-Day Shipping,Yes,Yes,29,Credit Card,Monthly,Middle-aged
291,58,Male,T-shirt,Clothing,35,Colorado,M,Indigo,Winter,4.1,Yes,Standard,Yes,Yes,55,PayPal,Weekly,Young Adult
292,57,Male,Dress,Clothing,26,Delaware,XL,Violet,Fall,3.5,Yes,Next Day Air,Yes,Yes,50,Bank Transfer,Monthly,Senior
293,60,Male,Shoes,Footwear,98,Utah,M,Green,Spring,4.9,Yes,Free Shipping,Yes,Yes,28,Cash,Quarterly,Young Adult
294,69,Male,Handbag,Accessories,41,Connecticut,M,White,Spring,3.1,Yes,Express,Yes,Yes,31,PayPal,Annually,Young Adult
295,70,Male,Skirt,Clothing,21,New Jersey,M,Gold,Spring,4.9,Yes,Store Pickup,Yes,Yes,20,Credit Card,Every 3 Months,Middle-aged
296,53,Male,Sunglasses,Accessories,44,West Virginia,M,Indigo,Winter,2.9,Yes,Store Pickup,Yes,Yes,27,Credit Card,Quarterly,Middle-aged
297,25,Male,Sandals,Footwear,79,Indiana,S,Lavender,Spring,5,Yes,2-Day Shipping,Yes,Yes,22,Credit Card,Weekly,Senior
298,48,Male,Shoes,Footwear,26,Delaware,XL,Purple,Summer,4.7,Yes,Standard,Yes,Yes,4,Credit Card,Bi-Weekly,Senior
299,69,Male,T-shirt,Clothing,60,Maryland,M,Lavender,Winter,4.2,Yes,Standard,Yes,Yes,12,Venmo,Every 3 Months,Adult
300,25,Male,Sneakers,Footwear,81,Pennsylvania,M,Maroon,Summer,3.4,Yes,Next Day Air,Yes,Yes,31,PayPal,Fortnightly,Senior
301,29,Male,Hat,Accessories,96,Iowa,M,Teal,Spring,4.6,Yes,Store Pickup,Yes,Yes,28,PayPal,Weekly,Young Adult
302,46,Male,Skirt,Clothing,94,Pennsylvania,M,Green,Spring,4.2,Yes,Standard,Yes,Yes,23,Credit Card,Every 3 Months,Adult
303,37,Male,Sweater,Clothing,45,Delaware,L,Olive,Summer,3.9,Yes,Express,Yes,Yes,23,Bank Transfer,Every 3 Months,Middle-aged
304,20,Male,Sandals,Footwear,61,Oregon,M,Turquoise,Summer,3.3,Yes,Next Day Air,Yes,Yes,57,Venmo,Weekly,Middle-aged
305,40,Male,Dress,Clothing,91,Oregon,M,Green,Winter,3.7,Yes,Next Day Air,Yes,Yes,48,Credit Card,Bi-Weekly,Adult
306,60,Male,Sweater,Clothing,62,Utah,M,Teal,Fall,3.7,Yes,2-Day Shipping,Yes,Yes,24,PayPal,Annually,Senior
307,26,Male,Jacket,Outerwear,51,North Dakota,S,White,Summer,3.6,Yes,Express,Yes,Yes,4,Cash,Annually,Middle-aged
308,29,Male,Gloves,Accessories,34,Florida,M,Orange,Winter,3.4,Yes,Free Shipping,Yes,Yes,3,Credit Card,Every 3 Months,Senior
309,66,Male,Handbag,Accessories,31,Maryland,M,Beige,Fall,3.9,Yes,Standard,Yes,Yes,41,Venmo,Bi-Weekly,Middle-aged
310,66,Male,Dress,Clothing,22,Minnesota,M,Yellow,Spring,4.9,Yes,Standard,Yes,Yes,23,Cash,Fortnightly,Adult
311,56,Male,Pants,Clothing,91,Montana,M,Charcoal,Winter,4.7,Yes,Standard,Yes,Yes,55,Cash,Fortnightly,Middle-aged
312,69,Male,Jeans,Clothing,59,Rhode Island,L,Silver,Winter,4.4,Yes,Store Pickup,Yes,Yes,21,Bank Transfer,Monthly,Senior
313,38,Male,Pants,Clothing,95,Massachusetts,L,Green,Spring,3.6,Yes,Next Day Air,Yes,Yes,5,PayPal,Annually,Senior
314,42,Male,Dress,Clothing,82,Vermont,M,Pink,Spring,3.7,Yes,Express,Yes,Yes,55,Credit Card,Every 3 Months,Senior
315,30,Male,Pants,Clothing,25,New Jersey,M,Purple,Summer,3.7,Yes,Store Pickup,Yes,Yes,20,Debit Card,Every 3 Months,Senior
316,66,Male,Jewelry,Accessories,25,Wisconsin,XL,Orange,Spring,4.7,Yes,Express,Yes,Yes,23,Debit Card,Annually,Senior
317,36,Male,Handbag,Accessories,24,California,M,Charcoal,Fall,3.4,Yes,Free Shipping,Yes,Yes,53,Venmo,Monthly,Adult
318,58,Male,Sweater,Clothing,84,West Virginia,L,Teal,Fall,4.5,Yes,Standard,Yes,Yes,38,Cash,Every 3 Months,Young Adult
319,45,Male,Backpack,Accessories,74,South Dakota,M,Beige,Winter,2.8,Yes,Standard,Yes,Yes,10,Cash,Annually,Young Adult
320,47,Male,Shorts,Clothing,75,Maine,XL,White,Spring,2.7,Yes,Standard,Yes,Yes,1,Cash,Every 3 Months,Senior
321,66,Male,Jewelry,Accessories,71,Kansas,L,White,Summer,5,Yes,Standard,Yes,Yes,31,Debit Card,Quarterly,Middle-aged
322,41,Male,Sneakers,Footwear,36,Vermont,L,Orange,Summer,4.8,Yes,Free Shipping,Yes,Yes,49,Debit Card,Quarterly,Senior
323,41,Male,Belt,Accessories,98,Tennessee,S,Cyan,Winter,3.1,Yes,Standard,Yes,Yes,38,Credit Card,Monthly,Adult
324,66,Male,Hoodie,Clothing,93,Tennessee,M,Orange,Winter,3.8,Yes,Next Day Air,Yes,Yes,28,PayPal,Bi-Weekly,Young Adult
325,37,Male,Shirt,Clothing,76,Wyoming,M,Olive,Summer,5,Yes,Standard,Yes,Yes,36,Venmo,Quarterly,Middle-aged
326,70,Male,Pants,Clothing,71,Vermont,M,Charcoal,Winter,4.4,Yes,Free Shipping,Yes,Yes,33,Debit Card,Annually,Adult
327,62,Male,Scarf,Accessories,45,New Jersey,M,White,Fall,3.3,Yes,Store Pickup,Yes,Yes,56,Bank Transfer,Weekly,Senior
328,61,Male,Coat,Outerwear,43,Iowa,M,Teal,Summer,3.2,Yes,Free Shipping,Yes,Yes,40,PayPal,Weekly,Middle-aged
329,48,Male,Coat,Outerwear,54,Florida,M,Yellow,Fall,3.2,Yes,Free Shipping,Yes,Yes,10,Credit Card,Weekly,Adult
330,70,Male,Socks,Clothing,31,Nevada,S,White,Summer,3,Yes,2-Day Shipping,Yes,Yes,33,Bank Transfer,Monthly,Senior
331,46,Male,Sweater,Clothing,55,North Dakota,M,Beige,Winter,,Yes,Express,Yes,Yes,41,Venmo,Bi-Weekly,Young Adult
332,31,Male,Shirt,Clothing,97,Florida,L,Beige,Fall,3.5,Yes,Store Pickup,Yes,Yes,51,PayPal,Quarterly,Senior
333,19,Male,Shirt,Clothing,93,New York,M,Maroon,Winter,2.9,Yes,2-Day Shipping,Yes,Yes,5,Credit Card,Monthly,Middle-aged
334,39,Male,Sweater,Clothing,67,Alaska,M,Teal,Winter,4.9,Yes,Standard,Yes,Yes,14,Bank Transfer,Bi-Weekly,Senior
335,41,Male,Blouse,Clothing,50,Kansas,M,Lavender,Fall,2.8,Yes,Next Day Air,Yes,Yes,27,Credit Card,Annually,Young Adult
336,20,Male,Sweater,Clothing,86,Oregon,L,Maroon,Spring,4,Yes,Standard,Yes,Yes,45,Venmo,Every 3 Months,Young Adult
337,36,Male,Hat,Accessories,81,Rhode Island,S,Orange,Fall,4.8,Yes,Express,Yes,Yes,16,PayPal,Annually,Middle-aged
338,32,Male,Sweater,Clothing,63,New Mexico,M,Cyan,Winter,4.3,Yes,2-Day Shipping,Yes,Yes,11,Bank Transfer,Annually,Middle-aged
339,69,Male,Hoodie,Clothing,87,Massachusetts,M,Silver,Winter,3.5,Yes,Express,Yes,Yes,20,Cash,Weekly,Young Adult
340,40,Male,Shorts,Clothing,33,Pennsylvania,M,Teal,Spring,4.1,Yes,2-Day Shipping,Yes,Yes,23,Credit Card,Every 3 Months,Young Adult
341,40,Male,Shorts,Clothing,44,New Jersey,L,Blue,Summer,3.6,Yes,Express,Yes,Yes,36,Venmo,Every 3 Months,Middle-aged
342,20,Male,Hat,Accessories,20,Utah,S,Blue,Summer,4.7,Yes,Store Pickup,Yes,Yes,37,Debit Card,Bi-Weekly,Adult
343,64,Male,Coat,Outerwear,37,Kentucky,M,Olive,Spring,2.6,Yes,Next Day Air,Yes,Yes,46,Credit Card,Every 3 Months,Young Adult
344,27,Male,Sandals,Footwear,37,Nebraska,M,Purple,Summer,4.4,Yes,Next Day Air,Yes,Yes,26,Venmo,Monthly,Senior
345,24,Male,Skirt,Clothing,75,Virginia,M,Charcoal,Winter,4.3,Yes,Standard,Yes,Yes,49,Debit Card,Monthly,Middle-aged
346,48,Male,Shoes,Footwear,64,Wyoming,S,Olive,Winter,4.5,Yes,Next Day Air,Yes,Yes,22,Bank Transfer,Annually,Young Adult
347,49,Male,Jeans,Clothing,47,New Mexico,L,Violet,Spring,4.9,Yes,Next Day Air,Yes,Yes,5,Cash,Weekly,Adult
348,36,Male,Sandals,Footwear,40,Oregon,L,Red,Fall,4.1,Yes,Store Pickup,Yes,Yes,53,PayPal,Fortnightly,Young Adult
349,56,Male,Blouse,Clothing,59,South Carolina,M,Beige,Fall,2.9,Yes,Free Shipping,Yes,Yes,17,PayPal,Fortnightly,Young Adult
350,37,Male,Hat,Accessories,93,Arizona,M,Green,Winter,3.7,Yes,2-Day Shipping,Yes,Yes,3,Bank Transfer,Bi-Weekly,Senior
351,42,Male,Sweater,Clothing,70,Kentucky,M,Violet,Spring,2.9,Yes,2-Day Shipping,Yes,Yes,53,Bank Transfer,Fortnightly,Adult
352,28,Male,Skirt,Clothing,104,New York,M,Teal,Winter,3.9,Yes,Standard,Yes,Yes,21,Debit Card,Bi-Weekly,Adult
353,27,Male,Jeans,Clothing,77,Texas,XL,Yellow,Fall,5,Yes,Next Day Air,Yes,Yes,13,Cash,Every 3 Months,Adult
354,63,Male,Sneakers,Footwear,66,Missouri,L,Yellow,Fall,4.5,Yes,Store Pickup,Yes,Yes,36,Debit Card,Monthly,Senior
355,58,Male,Jewelry,Accessories,79,Pennsylvania,S,Olive,Fall,3.2,Yes,Free Shipping,Yes,Yes,47,Venmo,Weekly,Middle-aged
356,37,Male,Jewelry,Accessories,41,Oregon,XL,Magenta,Fall,4.3,Yes,2-Day Shipping,Yes,Yes,1,PayPal,Every 3 Months,Adult
357,56,Male,Pants,Clothing,82,Nevada,L,Black,Spring,,Yes,Standard,Yes,Yes,32,Cash,Weekly,Young Adult
358,18,Male,Belt,Accessories,56,Arkansas,M,Olive,Spring,4.2,Yes,Standard,Yes,Yes,17,Credit Card,Bi-Weekly,Young Adult
359,48,Male,Hat,Accessories,25,Minnesota,XL,Magenta,Summer,4,Yes,Express,Yes,Yes,39,Credit Card,Every 3 Months,Adult
360,31,Male,Sneakers,Footwear,77,Georgia,M,Olive,Winter,3.4,Yes,Store Pickup,Yes,Yes,31,Credit Card,Every 3 Months,Adult
361,51,Male,Pants,Clothing,30,Rhode Island,M,Teal,Summer,3.1,Yes,Standard,Yes,Yes,18,Debit Card,Fortnightly,Young Adult
362,65,Male,T-shirt,Clothing,105,Nevada,M,White,Spring,2.8,Yes,Free Shipping,Yes,Yes,41,Cash,Annually,Middle-aged
363,53,Male,Sneakers,Footwear,66,Texas,M,Charcoal,Fall,3.8,Yes,Free Shipping,Yes,Yes,1,Venmo,Fortnightly,Senior
364,55,Male,Shorts,Clothing,97,Florida,L,Yellow,Winter,3.5,Yes,Free Shipping,Yes,Yes,49,Bank Transfer,Fortnightly,Adult
365,62,Male,Shoes,Footwear,89,North Dakota,L,Charcoal,Summer,3.2,Yes,Free Shipping,Yes,Yes,8,Venmo,Every 3 Months,Middle-aged
366,55,Male,Gloves,Accessories,85,West Virginia,XL,Gray,Summer,3.9,Yes,Standard,Yes,Yes,57,PayPal,Quarterly,Young Adult
